time,sx_x,sx_y,sx_z,mat_x,mat_y,mat_z,vicon_x,vicon_y,vicon_z
8.499999999999996447e-01,4.113320841622616908e-01,-3.917489739064626553e-02,-1.639111249311294705e-01,4.113298554075301983e-01,-3.917916148520868974e-02,-1.639132696600118511e-01,3.695711786026151247e-01,-4.837311597031136723e-02,-2.402187317009340795e-01
8.599999999999994316e-01,4.152960524231245620e-01,-3.741968793976579999e-02,-1.579606190728115311e-01,4.152932739502925852e-01,-3.742418123153980203e-02,-1.579639213461436487e-01,4.013712925403079002e-01,-4.186502323232942774e-02,-2.187034294516702060e-01
8.700000000000009948e-01,4.190926206824692191e-01,-3.565240868133411761e-02,-1.519578053977072019e-01,4.190894235794050959e-01,-3.565717718010682352e-02,-1.519621246533619519e-01,4.145264128775301149e-01,-3.787555325875605061e-02,-2.065817521261694989e-01
8.800000000000007816e-01,4.227161760976113625e-01,-3.387774300040762021e-02,-1.459193660606921406e-01,4.227126180013834333e-01,-3.388288314120744410e-02,-1.459246706061382293e-01,4.182021310471473186e-01,-3.692568989161699317e-02,-2.026305092032042732e-01
8.900000000000005684e-01,4.261633579416098661e-01,-3.209990563567220734e-02,-1.398603795424143703e-01,4.261595025591131680e-01,-3.210550240163650287e-02,-1.398666233381007096e-01,4.200769361526451862e-01,-3.620956921708771287e-02,-2.006303142451514032e-01
9.000000000000003553e-01,4.294326734328962614e-01,-3.032268210824795932e-02,-1.337944481349188641e-01,4.294286120213308133e-01,-3.032868862271503874e-02,-1.338015476412677263e-01,4.220356354037604341e-01,-3.575159086066351938e-02,-1.984094176142715826e-01
9.100000000000001421e-01,4.325241702868254379e-01,-2.854946506545440188e-02,-1.277338165829970396e-01,4.325199678626819311e-01,-2.855579315967723616e-02,-1.277417362205236773e-01,4.239890896575400081e-01,-3.516828002714719043e-02,-1.962215177234875318e-01
9.199999999999999289e-01,4.354391582894449608e-01,-2.678328791206799689e-02,-1.216894825470412611e-01,4.354349638500497610e-01,-2.678975001998639902e-02,-1.216979831898111902e-01,4.512924836824383501e-01,-2.671559515237564852e-02,-1.558805416925447551e-01
9.299999999999997158e-01,4.381799730771517298e-01,-2.502685577844691867e-02,-1.156712994212979045e-01,4.381758756218662731e-01,-2.503335764048763776e-02,-1.156802207038700875e-01,4.591498149767859749e-01,-2.458395507193413335e-02,-1.410037857723615840e-01
9.399999999999995026e-01,4.407497761404063352e-01,-2.328257414724644106e-02,-1.096880718727276383e-01,4.407458191054051122e-01,-2.328911686536174960e-02,-1.096973225549693065e-01,4.618917806391672487e-01,-2.394493270229676452e-02,-1.353362805965285798e-01
9.500000000000010658e-01,4.431523858405230776e-01,-2.155257517482481178e-02,-1.037476444752635507e-01,4.431486125182707014e-01,-2.155920795319635555e-02,-1.037571034921075108e-01,4.632077427353742394e-01,-2.308653227172822661e-02,-1.325834502067094745e-01
9.600000000000008527e-01,4.453921349204956193e-01,-1.983874198949459391e-02,-9.785698374642627650e-02,4.453885682429465920e-01,-1.984552373354553714e-02,-9.786657076710975067e-02,4.645788445447769366e-01,-2.262129851041864981e-02,-1.295707144142639322e-01
9.700000000000006395e-01,4.474737506114938035e-01,-1.814273092475667676e-02,-9.202225395548024878e-02,4.474703830882771904e-01,-1.814969908483347882e-02,-9.203198460019663962e-02,4.659365083183836242e-01,-2.236599348638509954e-02,-1.265673324526259691e-01
9.800000000000004263e-01,4.494022539781308834e-01,-1.646599198551061682e-02,-8.624888701237590216e-02,4.493991139691104753e-01,-1.647311122171952677e-02,-8.625866422919467591e-02,4.836180354493163636e-01,-1.437020686773539738e-02,-7.456771680122251111e-02
9.900000000000002132e-01,4.511828756252189154e-01,-1.480978754976510457e-02,-8.054164680811717880e-02,4.511799668607706648e-01,-1.481699751951651677e-02,-8.055145285283706047e-02,4.872061804907866778e-01,-1.182126535893417846e-02,-5.894478259258248420e-02
1.000000000000000000e+00,4.528209853010776165e-01,-1.317520953663241581e-02,-7.490468833984920138e-02,4.528183215510430681e-01,-1.318241237213652745e-02,-7.491446018932164386e-02,4.885342764500937296e-01,-1.117430487605045736e-02,-5.235163038349219256e-02
1.009999999999999787e+00,4.543220332946790729e-01,-1.156319502209592065e-02,-6.934161199243212004e-02,4.543196226619818368e-01,-1.157030095014999899e-02,-6.935129024874851777e-02,4.892012081358201314e-01,-1.070458225395885810e-02,-4.854461209650104414e-02
1.019999999999999574e+00,4.556915018298561826e-01,-9.974540596756956840e-03,-6.385551329565818113e-02,4.556893346454159444e-01,-9.981502315666461456e-03,-6.386510085147222016e-02,4.898485774183772845e-01,-1.008758304253838667e-02,-4.495586484478791833e-02
1.030000000000001137e+00,4.569348649304156851e-01,-8.409915428134923793e-03,-5.844902851577069014e-02,4.569329427544585043e-01,-8.416705659862279421e-03,-5.845846159060932162e-02,4.905126323203757854e-01,-9.124329342154024330e-03,-4.125150896781323850e-02
1.040000000000000924e+00,4.580575554561922003e-01,-6.869873163900876677e-03,-5.312437639747528972e-02,4.580558631317890317e-01,-6.876493540435827181e-03,-5.313367165508723483e-02,4.945224115003558074e-01,-4.368731924559721147e-04,1.951547064984329727e-02
1.050000000000000711e+00,4.590649382050085991e-01,-5.354862828736971572e-03,-4.788339635926135152e-02,4.590634717177413116e-01,-5.361325229792766531e-03,-4.789250158779581601e-02,4.937907518962928455e-01,2.312810368605665301e-03,3.986600051338320960e-02
1.060000000000000497e+00,4.599622881439463518e-01,-3.865238729131276196e-03,-4.272758343963137251e-02,4.599610361829620242e-01,-3.871538655473268000e-03,-4.273649006338460510e-02,4.932246809405904653e-01,3.350081037902401249e-03,4.740433923789755255e-02
